DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
06-Nov-2025,EQ,"312.05","330.35","312.05","315.25","319.00","320.25","323.04","330.35","135.49",2536149,"81,92,87,810.15",56287
04-Nov-2025,EQ,"321.75","324.90","313.00","320.00","316.00","315.25","319.84","324.90","135.49",831854,"26,60,58,000.00",12380
03-Nov-2025,EQ,"312.00","322.05","309.00","311.55","320.60","320.00","316.93","324.45","135.49",962968,"30,51,92,863.35",13034
31-Oct-2025,EQ,"311.20","319.80","310.10","311.20","311.05","311.55","313.73","324.45","135.49",885445,"27,77,90,418.35",11861
30-Oct-2025,EQ,"316.45","318.75","309.95","314.60","311.20","311.20","313.82","324.45","135.49",688319,"21,60,06,191.15",10767
29-Oct-2025,EQ,"324.00","324.45","313.05","318.10","314.85","314.60","318.68","324.45","135.49",1133587,"36,12,48,076.70",16263
28-Oct-2025,EQ,"318.55","324.00","313.05","317.00","317.05","318.10","318.43","324.00","135.49",2768140,"88,14,64,290.55",51176
27-Oct-2025,EQ,"304.70","318.80","297.50","301.65","317.80","317.00","311.20","318.80","135.49",4304306,"1,33,94,89,393.55",71978
24-Oct-2025,EQ,"299.20","304.00","298.15","299.20","302.90","301.65","300.97","316.40","135.49",634648,"19,10,11,502.00",15921
23-Oct-2025,EQ,"301.95","305.50","298.50","302.80","299.35","299.20","300.85","316.40","135.49",852362,"25,64,33,170.00",17639
21-Oct-2025,EQ,"302.40","310.95","300.15","301.70","301.90","302.80","305.01","316.40","135.49",564825,"17,22,78,898.15",12111
20-Oct-2025,EQ,"286.40","302.95","285.30","285.25","301.35","301.70","298.49","316.40","135.49",3007737,"89,77,75,761.50",57417
17-Oct-2025,EQ,"287.00","291.80","283.05","286.55","285.25","285.25","287.26","316.40","135.49",2034595,"58,44,50,464.85",50341
16-Oct-2025,EQ,"264.65","289.00","263.85","263.65","286.10","286.55","281.51","316.40","135.49",3384164,"95,26,84,520.20",61448
15-Oct-2025,EQ,"266.80","268.55","258.80","265.05","264.40","263.65","262.35","316.40","135.49",1575205,"41,32,49,421.95",37857
14-Oct-2025,EQ,"278.20","278.20","263.25","277.15","264.50","265.05","267.81","316.40","135.49",754302,"20,20,08,930.20",18839
13-Oct-2025,EQ,"277.80","280.00","272.50","278.75","276.35","277.15","276.19","316.40","135.49",427687,"11,81,21,098.45",16759
10-Oct-2025,EQ,"275.40","281.60","275.40","276.05","278.90","278.75","278.87","316.40","135.49",508688,"14,18,56,777.15",12651
09-Oct-2025,EQ,"291.60","291.60","273.25","290.10","274.65","276.05","278.60","316.40","135.49",1159926,"32,31,50,197.15",28761
08-Oct-2025,EQ,"283.95","294.40","279.00","283.15","288.85","290.10","288.30","316.40","135.49",1533721,"44,21,64,503.00",32224
07-Oct-2025,EQ,"278.75","285.00","277.50","279.30","282.45","283.15","281.72","316.40","135.49",694300,"19,55,94,920.20",16215
06-Oct-2025,EQ,"282.00","282.80","274.75","282.00","279.00","279.30","279.32","316.40","135.49",589664,"16,47,07,194.75",13841
03-Oct-2025,EQ,"277.45","284.40","275.15","276.75","282.10","282.00","280.50","316.40","135.49",1291012,"36,21,31,200.40",29753
01-Oct-2025,EQ,"261.10","278.40","261.10","259.67","276.60","276.75","272.51","316.40","135.49",2246999,"61,23,22,688.40",44333
